item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
WOODEN ADVENT CALENDAR RED,118,0.6547916319849065,7729.64,0.0856448730907484,Others,1265,255,1010
PANTRY ROLLING PIN,203,1.1264635702791188,7725.02,0.08559368321467666,Others,719,256,463
PACK OF 12 LONDON TISSUES ,492,2.7301481604794406,7647.8,0.08473808100033452,Others,158,257,-99
HANGING HEART ZINC T-LIGHT HOLDER,578,3.207369180400644,7627.58,0.08451404219207242,Others,117,258,-141
VINTAGE RED KITCHEN CABINET,35,0.19421785694467567,7625.0,0.08448545563790248,Others,2408,259,2149
GRAND CHOCOLATECANDLE,267,1.4816047944065258,7601.3,0.08422285822169025,Others,485,260,225
ICE CREAM SUNDAE LIP GLOSS,230,1.2762887742078686,7566.96,0.08384236896967641,Others,604,261,343
SILVER HANGING T-LIGHT HOLDER,284,1.575939182065368,7563.24,0.08380115114738486,Others,442,262,180
SET OF 6 SOLDIER SKITTLES,394,2.186338161034349,7545.29,0.08360226407476842,Others,250,263,-13
REVOLVER WOODEN RULER ,296,1.6425281615892569,7542.44,0.08357068590446441,Others,412,264,148
EDWARDIAN PARASOL RED,273,1.51489928416847,7499.120000000001,0.08309069771584358,Others,472,265,207
SET OF 3 NOTEBOOKS IN PARCEL,380,2.1086510182564786,7483.34,0.0829158543728972,Others,274,266,8
SET 6 PAPER TABLE LANTERN HEARTS ,280,1.5537428555574053,7477.08,0.08284649319882595,Others,451,267,184
BREAD BIN DINER STYLE RED ,214,1.1875034681760168,7470.92,0.08277824003073028,Others,660,268,392
 SET 2 TEA TOWELS I LOVE LONDON ,253,1.4039176516286553,7467.900000000001,0.0827447782502678,Others,528,269,259
DOORMAT 3 SMILEY CATS,223,1.2374452028189333,7458.28,0.08263818807541709,Others,630,270,360
BLUE HARMONICA IN BOX ,513,2.846678874646246,7442.86,0.0824673335539828,Others,146,271,-125
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",375,2.080905610121525,7421.26,0.08222800426325773,Others,279,272,7
FELTCRAFT PRINCESS CHARLOTTE DOLL,413,2.291770711947173,7412.47,0.08213061053800433,Others,228,273,-45
DOORMAT UNION JACK GUNS AND ROSES,196,1.0876199988901836,7370.5199999999995,0.08166580203124892,Others,749,274,475
VINTAGE DOILY TRAVEL SEWING KIT,375,2.080905610121525,7365.03,0.08160497250318963,Others,279,275,4
ICE CREAM PEN LIP GLOSS ,231,1.2818378558348593,7318.74,0.08109207653709408,Others,599,276,323
VICTORIAN SEWING BOX LARGE,155,0.8601076521835637,7297.25,0.08085396605294215,Others,955,277,678
WOODEN BOX OF DOMINOES,543,3.013151323455968,7242.29,0.08024500596876391,Others,134,278,-144
LUNCH BAG DOLLY GIRL DESIGN,601,3.3349980578214304,7232.98,0.08014185061243749,Others,107,279,-172
WHITE WOOD GARDEN PLANT LADDER,397,2.2029854059153213,7188.679999999999,0.07965100396525597,Others,245,280,-35
SET OF 20 KIDS COOKIE CUTTERS,449,2.491537650518839,7173.950000000001,0.0794877946850532,Others,193,281,-88
PAINTED METAL PEARS ASSORTED,350,1.9421785694467568,7117.13,0.07885822568972917,Others,316,282,34
PACK OF 72 SKULL CAKE CASES,603,3.346096221075412,7110.53,0.07878509729534094,Others,105,283,-178
TOY TIDY PINK POLKADOT,448,2.485988568891848,7087.14,0.07852593469765301,Others,196,284,-88
60 TEATIME FAIRY CAKE CASES,753,4.178458465124022,7046.22,0.07807253865244607,Others,58,285,-227
GINGERBREAD MAN COOKIE CUTTER,595,3.301703568059486,7043.8099999999995,0.0780458357084346,Others,110,286,-176
CHILDRENS CUTLERY POLKADOT BLUE,241,1.3373286721047666,6993.37,0.07748695749435254,Others,566,287,279
METAL 4 HOOK HANGER FRENCH CHATEAU,472,2.619166527939626,6991.650000000001,0.07746789979157259,Others,174,288,-114
SWEETHEART CERAMIC TRINKET BOX,479,2.6580100993285614,6965.89,0.0771824774522634,Others,168,289,-121
RED FLORAL FELTCRAFT SHOULDER BAG,294,1.6314299983352754,6942.96,0.07692841168206313,Others,421,290,131
ROUND SNACK BOXES SET OF 4 FRUITS ,395,2.19188724266134,6848.22,0.07587868682079955,Others,248,291,-43
JINGLE BELL HEART ANTIQUE SILVER,205,1.1375617335331,6844.96,0.07584256582599568,Others,708,292,416
SET OF 3 HEART COOKIE CUTTERS,627,3.4792741801231895,6832.36,0.0757029570730727,Others,96,293,-197
LARGE CIRCULAR MIRROR MOBILE,205,1.1375617335331,6827.98,0.07565442641134235,Others,708,294,414
ZINC METAL HEART DECORATION,512,2.841129793019255,6817.86,0.07554229620661375,Others,147,295,-148
AGED GLASS SILVER T-LIGHT HOLDER,332,1.8422951001609233,6787.12,0.07520169516972075,Others,347,296,51
TRIPLE PHOTO FRAME CORNICE ,202,1.120914488652128,6755.65,0.07485300568920601,Others,724,297,427
TRAVEL SEWING KIT,409,2.26957438543921,6739.72,0.07467650033729628,Others,232,298,-66
PICTURE FRAME WOOD TRIPLE PORTRAIT,256,1.4205648965096276,6734.6,0.07461977043134664,Others,517,299,218
HAND WARMER BABUSHKA DESIGN,353,1.9588258143277286,6732.43,0.07459572670167657,Others,311,300,11
SWEETHEART RECIPE BOOK STAND,340,1.8866877531768491,6687.8,0.07410122363477563,Others,334,301,33
SET OF 2 WOODEN MARKET CRATES,191,1.05987459075523,6680.349999999999,0.074018677189595,Others,773,302,471
ALARM CLOCK BAKELIKE CHOCOLATE,380,2.1086510182564786,6678.35,0.07399651707008342,Others,274,303,-29
UNION STRIPE WITH FRINGE  HAMMOCK,198,1.0987181621441653,6674.06,0.07394898361373109,Others,742,304,438
VICTORIAN SEWING BOX MEDIUM,246,1.3650740802397203,6615.22,0.07329703289770036,Others,550,305,245
SET OF 20 VINTAGE CHRISTMAS NAPKINS,571,3.1685256090117084,6600.49,0.07313382361749757,Others,120,306,-186
SET OF 4 KNICK KNACK TINS DOILY ,286,1.5870373453193496,6570.98,0.07280685105410419,Others,438,307,131
VINTAGE SNAKES & LADDERS,364,2.0198657122246266,6526.45,0.07231345599317884,Others,295,308,-13
ENGLISH ROSE HOT WATER BOTTLE,352,1.9532767327007379,6511.7,0.07215002511178092,Others,313,309,4
RED RETROSPOT MINI CASES,236,1.309583263969813,6509.73,0.07212819739406201,Others,580,310,270
VICTORIAN SEWING BOX SMALL ,266,1.4760557127795348,6506.6,0.0720935168070264,Others,489,311,178
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,199,1.1042672437711558,6500.02,0.0720206100138333,Others,736,312,424
LANDMARK FRAME CAMDEN TOWN ,68,0.37733755063536983,6457.15,0.07154560785210255,Others,1852,313,1539
ANTIQUE SILVER TEA GLASS ETCHED,214,1.1875034681760168,6448.01,0.07144433610593463,Others,660,314,346
SET OF 3 BUTTERFLY COOKIE CUTTERS,634,3.5181177515121247,6429.4,0.07123813619387936,Others,94,315,-221
LARGE ZINC HEART WALL ORGANISER,37,0.2053160201986571,6414.610000000001,0.07107426211009124,Others,2365,316,2049
CHOCOLATE THIS WAY METAL SIGN,445,2.4693413240108764,6409.120000000001,0.07101343258203195,Others,199,317,-118
WALL ART CLASSIC PUDDINGS ,146,0.8101659175406469,6339.11,0.07023771759852905,Others,1019,318,701
SET 2 TEA TOWELS I LOVE LONDON ,247,1.370623161866711,6327.88,0.07011328852747152,Others,546,319,227
DOORSTOP RETROSPOT HEART,283,1.5703901004383773,6319.63,0.07002187803448624,Others,445,320,125
JINGLE BELL HEART DECORATION,348,1.931080406192775,6304.06,0.0698493615040886,Others,319,321,-2
OPEN CLOSED METAL SIGN,340,1.8866877531768491,6298.08,0.06978310274674897,Others,334,322,12
FUNKY DIVA PEN,211,1.1708562232950446,6292.86,0.06972526483482373,Others,674,323,351
BLUE DINER WALL CLOCK,322,1.786804283891016,6281.89,0.06960371657930273,Others,365,324,41
FULL ENGLISH BREAKFAST PLATE,286,1.5870373453193496,6249.24,0.06924195262827615,Others,438,325,113
SINGLE HEART ZINC T-LIGHT HOLDER,484,2.6857555074635147,6180.27,0.06847776090691929,Others,164,326,-162
HOME SWEET HOME MUG,326,1.809000610398979,6173.85,0.06840662692328711,Others,361,327,34
3 DRAWER ANTIQUE WHITE WOOD CABINET,192,1.0654236723822208,6163.24,0.06828906748927818,Others,767,328,439
HEART FILIGREE DOVE  SMALL,293,1.6258809167082846,6140.77,0.06804009854656556,Others,423,329,94
SET/2 RED RETROSPOT TEA TOWELS ,357,1.9810221408356916,6139.65,0.06802768887963907,Others,303,330,-27
SET 6 PAPER TABLE LANTERN STARS ,232,1.28738693746185,6120.05,0.06781051970842558,Others,595,331,264
GIANT 50'S CHRISTMAS CRACKER,306,1.6980189778591641,6083.44,0.06740487872076609,Others,391,332,59
BOX OF 6 CHRISTMAS CAKE DECORATIONS,193,1.0709727540092115,6073.35,0.06729308091783016,Others,761,333,428
CHRISTMAS CRAFT TREE TOP ANGEL,429,2.3805560179790244,6046.79,0.06699879453071637,Others,207,334,-127
TEA TIME TEA TOWELS ,2,0.011098163253981465,6045.0,0.0669789612237535,Others,3762,335,3427
BLUE STRIPE CERAMIC DRAWER KNOB,385,2.1363964263914323,6026.42,0.06677309371349092,Others,263,336,-73
TRADITIONAL NAUGHTS & CROSSES,237,1.3151323455968038,6020.8099999999995,0.06671093457826092,Others,577,337,240
SAVE THE PLANET MUG,330,1.8311969369069419,6002.49,0.06650794788353485,Others,355,338,17
LANTERN CREAM GAZEBO ,280,1.5537428555574053,5976.84,0.06622374435079884,Others,451,339,112
VINTAGE CHRISTMAS STOCKING ,318,1.764607957383053,5968.0,0.06612579662255764,Others,375,340,35
BROCADE RING PURSE ,233,1.2929360190888408,5958.2699999999995,0.06601798764113379,Others,592,341,251
JUMBO BAG DOLLY GIRL DESIGN,424,2.3528106098440706,5949.89,0.06592513674038028,Others,217,342,-125
ROUND SNACK BOXES SET OF4 WOODLAND ,428,2.3750069363520336,5934.070000000001,0.06574985019504367,Others,210,343,-133
PLASTERS IN TIN SPACEBOY,494,2.741246323733422,5897.51,0.06534476321037197,Others,156,344,-188
WALL ART BICYCLE SAFETY,168,0.9322457133344432,5882.75,0.06518122152837649,Others,874,345,529
RED SPOTTY BISCUIT TIN,339,1.8811386715498584,5878.99,0.06513956050369472,Others,337,346,-9
LOVE SEAT ANTIQUE WHITE METAL,38,0.21086510182564783,5870.0,0.06503995076649018,Others,2341,347,1994
RED STRIPE CERAMIC DRAWER KNOB,385,2.1363964263914323,5851.26,0.06483231044666665,Others,263,348,-85
SET 3 WICKER OVAL BASKETS W LIDS,30,0.166472448809722,5825.95,0.0645518741342476,Others,2528,349,2179
WALL ART STOP FOR TEA ,208,1.1542089784140726,5822.0,0.06450810789821224,Others,691,350,341
PINK FAIRY CAKE CHILDRENS APRON,453,2.513733977026802,5807.74,0.06435010624609466,Others,188,351,-163
RAIN PONCHO RETROSPOT,213,1.181954386549026,5774.05,0.06397681903292207,Others,664,352,312
PACK OF 6 BIRDY GIFT TAGS,351,1.9477276510737471,5771.91,0.06395310770504468,Others,314,353,-39
PLACE SETTING WHITE HEART,315,1.7479607125020808,5769.37,0.06392496435326497,Others,376,354,22
PHOTO CUBE,307,1.703568059486155,5760.98,0.0638320026519139,Others,387,355,32
FELTCRAFT CHRISTMAS FAIRY,288,1.598135508573331,5759.25,0.06381283414853638,Others,433,356,77
CHARLOTTE BAG APPLES DESIGN,495,2.746795405360413,5747.09,0.06367810062190597,Others,154,357,-203
GIRAFFE WOODEN RULER,240,1.331779590477776,5739.94,0.06359887819465206,Others,571,358,213
PIGGY BANK RETROSPOT ,280,1.5537428555574053,5723.08,0.06341206838716944,Others,451,359,92
FRYING PAN UNION FLAG,199,1.1042672437711558,5697.59,0.06312963766399433,Others,736,360,376
SOMBRERO ,58,0.3218467343654625,5681.75,0.06295412951746261,Others,2002,361,1641
FELTCRAFT PRINCESS LOLA DOLL,369,2.0476111203595804,5663.36,0.06275036721855362,Others,289,362,-73
SET 2 PANTRY DESIGN TEA TOWELS,307,1.703568059486155,5628.0199999999995,0.06235879790678398,Others,387,363,24
SUKI  SHOULDER BAG,507,2.8133843848843014,5627.46,0.06235259307332075,Others,150,364,-214
PINK BABY BUNTING,309,1.7146662227401366,5616.97,0.06223636324648251,Others,384,365,19
ADVENT CALENDAR GINGHAM SACK,215,1.1930525498030076,5587.1900000000005,0.061906399066955074,Others,655,366,289
BOTANICAL GARDENS WALL CLOCK ,76,0.42173020365129565,5552.52,0.06152225339522182,Others,1732,367,1365
CREAM CUPID HEARTS COAT HANGER,268,1.4871538760335166,5541.67,0.061402034746871476,Others,482,368,114
WOODEN ADVENT CALENDAR CREAM,126,0.6991842850008324,5535.47,0.061333338376385584,Others,1194,369,825
CANDLEHOLDER PINK HANGING HEART,372,2.0642583652405526,5499.4400000000005,0.06093412382338446,Others,283,370,-87
WALL ART BIG LOVE ,109,0.6048498973419899,5496.5599999999995,0.06090221325128777,Others,1348,371,977
CLASSIC GLASS COOKIE JAR,279,1.5481937739304146,5465.19,0.06055463177674863,Others,455,372,83
PANTRY CHOPPING BOARD,42,0.2330614283336108,5446.85,0.06035142348082743,Others,2253,373,1880
QUEENS GUARD COFFEE MUG,256,1.4205648965096276,5444.74,0.06032804455474271,Others,517,374,143
BEWARE OF THE CAT METAL SIGN ,421,2.336163364963099,5433.4,0.060202396677112045,Others,221,375,-154
RED RETROSPOT SHOPPER BAG,530,2.941013262305088,5425.54,0.06011530740743154,Others,141,376,-235
SMALL ZINC HEART WALL ORGANISER,45,0.249708673214583,5416.18,0.060011598048117336,Others,2198,377,1821
BLUE SPOT CERAMIC DRAWER KNOB,344,1.908884079684812,5400.29,0.059835535898597816,Others,324,378,-54
ANTIQUE GLASS DRESSING TABLE POT,260,1.4427612230175906,5399.05,0.05982179662450065,Others,504,379,125
BISCUIT TIN 50'S CHRISTMAS,274,1.5204483657954608,5374.97,0.05955498878558121,Others,468,380,88
HANGING METAL HEART LANTERN,341,1.8922368348038399,5350.75,0.05928662973829596,Others,330,381,-51
WHITE SPOT BLUE CERAMIC DRAWER KNOB,330,1.8311969369069419,5340.95,0.059178045152689214,Others,355,382,-27
VINTAGE CHRISTMAS GIFT SACK,206,1.143110815160091,5327.7,0.059031234360924986,Others,702,383,319
WHITE SPOT RED CERAMIC DRAWER KNOB,354,1.9643748959547194,5325.91,0.059011401053962124,Others,310,384,-74
STRAWBERRY LUNCH BOX WITH CUTLERY,448,2.485988568891848,5323.28,0.05898226049680439,Others,196,385,-189
YOU'RE CONFUSING ME METAL SIGN ,430,2.386105099606015,5316.72,0.05890957530480641,Others,205,386,-181
RED RETROSPOT SMALL MILK JUG,308,1.7091171411131458,5308.91,0.05882304003811368,Others,385,387,-2
SET OF 4 KNICK KNACK TINS LONDON ,231,1.2818378558348593,5302.41,0.058751019649701045,Others,599,388,211
PLASTERS IN TIN STRONGMAN,388,2.153043671272404,5288.28,0.058594458405351726,Others,257,389,-132
3 TIER CAKE TIN GREEN AND CREAM,186,1.0321291826202763,5287.22,0.05858271354201059,Others,795,390,405
CHILDRENS CUTLERY POLKADOT GREEN ,215,1.1930525498030076,5285.41,0.05856265863385261,Others,655,391,264
NATURAL SLATE RECTANGLE CHALKBOARD,406,2.2529271405582376,5277.73,0.05847756377492814,Others,236,392,-156
LARGE IVORY HEART WALL ORGANISER,147,0.8157149991676377,5240.7,0.05806726916217121,Others,1008,393,615
TRAVEL CARD WALLET KEEP CALM,525,2.913267854170135,5210.74,0.05773531057188773,Others,143,394,-251
DOG BOWL CHASING BALL DESIGN,124,0.6880861217468509,5209.0199999999995,0.05771625286910777,Others,1217,395,822
WOODEN HAPPY BIRTHDAY GARLAND,260,1.4427612230175906,5180.71,0.05740257637742135,Others,504,396,108
RECIPE BOX RETROSPOT ,408,2.264025303812219,5180.35,0.057398587555909264,Others,234,397,-163
PLASTERS IN TIN WOODLAND ANIMALS,486,2.696853670717496,5175.62,0.05734617887326437,Others,163,398,-235
PARISIENNE JEWELLERY DRAWER ,227,1.2596415293268963,5145.4800000000005,0.057012225872224855,Others,612,399,213
PANTRY WASHING UP BRUSH,335,1.8589423450418956,5142.87,0.05698330691626223,Others,342,400,-58
HOT WATER BOTTLE BABUSHKA ,168,0.9322457133344432,5118.9800000000005,0.056718604288696406,Others,874,401,473
PHOTO FRAME 3 CLASSIC HANGING,207,1.1486598967870818,5110.849999999999,0.05662852340288182,Others,697,402,295
REGENCY TEA PLATE PINK,266,1.4760557127795348,5104.51,0.056558275824030106,Others,489,403,86
PARTY METAL SIGN ,453,2.513733977026802,5097.929999999999,0.05648536903083701,Others,188,404,-216
SMALL IVORY HEART WALL ORGANISER,147,0.8157149991676377,5090.7,0.05640526019880264,Others,1008,405,603
RETROSPOT LARGE MILK JUG,302,1.6758226513512016,5086.47,0.05635839154603565,Others,399,406,-7
CERAMIC STRAWBERRY CAKE MONEY BANK,359,1.9921203040896733,5072.63,0.05620504351901551,Others,300,407,-107
RED RETROSPOT OVEN GLOVE ,399,2.2140835691693024,5066.51,0.05613723355331007,Others,243,408,-165
MINT KITCHEN SCALES,275,1.5259974474224516,5060.29,0.05606831558162905,Others,463,409,54
RED SPOT CERAMIC DRAWER KNOB,331,1.8367460185339326,5059.07,0.05605479790872699,Others,351,410,-59
3 STRIPEY MICE FELTCRAFT,437,2.4249486709949504,5044.44,0.05589269663449977,Others,202,411,-209
CHILDRENS APRON SPACEBOY DESIGN,467,2.5914211198046724,5032.23,0.05575740910488156,Others,176,412,-236
DOORMAT RESPECTABLE HOUSE,156,0.8656567338105544,5019.48,0.05561613834299524,Others,949,413,536
PINK DRAWER KNOB ACRYLIC EDWARDIAN,243,1.348426835358748,5016.7,0.05558533577687414,Others,562,414,148
ROSE COTTAGE KEEPSAKE BOX ,152,0.8434604073025913,5006.03,0.055467111539279856,Others,978,415,563
VINYL RECORD FRAME SILVER,111,0.6159480605959714,4980.69,0.05518634282506813,Others,1331,416,915
CHRISTMAS TOILET ROLL,241,1.3373286721047666,4956.26,0.05491565696523418,Others,566,417,149
RED RETROSPOT BOWL,380,2.1086510182564786,4953.07,0.05488031157461319,Others,274,418,-144
DOORMAT TOPIARY,182,1.0099328561123133,4951.59,0.05486391308617463,Others,809,419,390
SET OF 72 PINK HEART PAPER DOILIES,459,2.5470284667887464,4945.349999999999,0.05479477351329849,Others,182,420,-238
72 SWEETHEART FAIRY CAKE CASES,555,3.079740302979857,4943.179999999999,0.05477072978362842,Others,124,421,-297
PACK OF 60 DINOSAUR CAKE CASES,544,3.0187004050829587,4941.26,0.05474945606889731,Others,133,422,-289
DOORMAT AIRMAIL ,191,1.05987459075523,4940.95,0.05474602125037301,Others,773,423,350
VINTAGE CREAM CAT FOOD CONTAINER,285,1.5814882636923588,4939.73,0.05473250357747095,Others,440,424,16
LANDMARK FRAME COVENT GARDEN ,51,0.2830031629765274,4899.51,0.05428686357409307,Others,2103,425,1678
WALL ART KEEP CALM ,78,0.4328283669052772,4884.09,0.05411600905265877,Others,1705,426,1279
PAPER BUNTING COLOURED LACE,223,1.2374452028189333,4882.6,0.05409949976362265,Others,630,427,203
ROUND CAKE TIN VINTAGE RED,233,1.2929360190888408,4866.04,0.05391601397406675,Others,592,428,164
SET/6 RED SPOTTY PAPER PLATES,418,2.3195161200821266,4840.04,0.0536279324204162,Others,225,429,-204
SET OF 72 RETROSPOT PAPER  DOILIES,370,2.053160201986571,4810.34,0.053298854645669226,Others,288,430,-142
SET OF 3 WOODEN HEART DECORATIONS,426,2.363908773098052,4803.6,0.0532241750429152,Others,215,431,-216
LANDMARK FRAME OXFORD STREET,56,0.310748571111481,4793.03,0.05310705881129648,Others,2034,432,1602
POTTERING MUG,331,1.8367460185339326,4784.71,0.05301487271412831,Others,351,433,-82
LANDMARK FRAME NOTTING HILL ,49,0.2719049997225459,4780.57,0.05296900126673934,Others,2130,434,1696
GUMBALL MAGAZINE RACK,213,1.181954386549026,4754.96,0.052685240936393554,Others,664,435,229
PACK OF SIX LED TEA LIGHTS,193,1.0709727540092115,4736.6,0.05248181103927723,Others,761,436,325
WELCOME  WOODEN BLOCK LETTERS,178,0.9877365296043504,4727.19,0.052377547676975236,Others,829,437,392
PLAYING CARDS KEEP CALM & CARRY ON,326,1.809000610398979,4726.8,0.052373226453670485,Others,361,438,-77
WOODEN OWLS LIGHT GARLAND ,128,0.7102824482548138,4717.1,0.05226574987403932,Others,1172,439,733
RECIPE BOX BLUE SKETCHBOOK DESIGN,332,1.8422951001609233,4714.93,0.05224170614436925,Others,347,440,-93
HEART IVORY TRELLIS SMALL,371,2.058709283613562,4705.6,0.052138329186847736,Others,285,441,-156
LANDMARK FRAME LONDON BRIDGE ,51,0.2830031629765274,4703.87,0.05211916068347021,Others,2103,442,1661
TRADITIONAL PICK UP STICKS GAME ,259,1.4372121413905998,4696.87,0.05204160026517968,Others,507,443,64
RECYCLED ACAPULCO MAT TURQUOISE,234,1.2984851007158316,4687.09,0.051933237280768055,Others,588,444,144
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,23,0.12762887742078685,4670.0,0.05174387905954159,Others,2721,445,2276
BINGO SET,341,1.8922368348038399,4657.76,0.051608259128130704,Others,330,446,-116
BLACK/BLUE POLKADOT UMBRELLA,244,1.3539759169857388,4645.04,0.05146732076803705,Others,560,447,113
COFFEE MUG CAT + BIRD DESIGN,233,1.2929360190888408,4634.03,0.051345329310125795,Others,592,448,144
VINTAGE DONKEY TAIL GAME ,215,1.1930525498030076,4630.56,0.05130688150277321,Others,655,449,206
CHILDS BREAKFAST SET SPACEBOY ,168,0.9322457133344432,4630.5,0.05130621669918787,Others,874,450,424
JUMBO BAG CHARLIE AND LOLA TOYS,295,1.636979079962266,4629.05,0.05129015061254196,Others,417,451,-34
36 DOILIES VINTAGE CHRISTMAS,162,0.8989512235724988,4623.93,0.05123342070659233,Others,902,452,450
FOOT STOOL HOME SWEET HOME ,202,1.120914488652128,4623.45,0.05122810227790954,Others,724,453,271
DOORMAT MERRY CHRISTMAS RED ,134,0.7435769380167583,4621.85,0.051210374182300275,Others,1115,454,661
BIRD HOUSE HOT WATER BOTTLE,262,1.453859386271572,4621.44,0.051205831357800394,Others,497,455,42
RED 3 PIECE RETROSPOT CUTLERY SET,101,0.560457244326064,4603.49,0.05100694428518396,Others,1431,456,975
AIRLINE BAG VINTAGE TOKYO 78,373,2.0698074468675434,4602.22,0.05099287260929411,Others,282,457,-175
